1,-0.01,0.94,-0.05,13.91,-51.04,16.49,87.13,0.37,-2.83
4205,-0.01,0.93,-0.05,14.41,-47.01,13.98,87.02,0.82,-2.86
7829,-0.02,0.93,-0.05,14.49,-42.89,11.45,86.88,1.08,-2.92
11441,-0.02,0.93,-0.05,14.24,-39.68,9.57,86.83,1.23,-2.91
15052,-0.02,0.93,-0.05,13.63,-35.30,7.33,86.86,1.25,-2.86
18644,-0.02,0.92,-0.04,12.90,-30.89,5.39,87.09,1.09,-2.69
22254,-0.01,0.92,-0.04,12.29,-27.69,4.06,87.45,0.59,-2.46
25865,-0.00,0.91,-0.03,11.37,-23.88,2.27,87.85,0.03,-2.14
29478,0.01,0.91,-0.03,10.63,-21.51,0.90,88.21,-0.80,-1.58
33116,0.03,0.91,-0.02,9.60,-18.92,-0.98,87.94,-1.70,-1.14
36729,0.04,0.90,-0.01,8.69,-16.82,-2.72,87.51,-2.35,-0.79
40357,0.05,0.90,-0.00,8.09,-15.60,-3.95,86.80,-3.18,-0.20
43971,0.06,0.91,0.01,7.50,-14.49,-5.54,86.01,-3.95,0.52
47592,0.07,0.91,0.02,7.08,-14.00,-7.04,85.37,-4.50,1.03
51219,0.08,0.91,0.02,6.90,-13.91,-8.12,84.63,-5.14,1.50
54849,0.09,0.92,0.03,6.84,-13.92,-9.40,84.07,-5.66,1.71
58474,0.10,0.92,0.03,6.95,-13.86,-10.55,83.70,-6.04,1.72
62104,0.11,0.93,0.03,7.07,-13.63,-11.31,83.33,-6.48,1.53
65721,0.11,0.94,0.02,7.25,-13.05,-12.21,83.00,-6.88,1.20
69339,0.12,0.94,0.01,7.45,-12.15,-12.99,82.81,-7.13,0.85
72967,0.12,0.95,0.01,7.56,-11.30,-13.44,82.54,-7.44,0.36
76610,0.13,0.95,-0.00,7.56,-9.86,-13.92,82.36,-7.63,-0.17
80228,0.13,0.96,-0.01,7.39,-8.24,-14.23,82.25,-7.72,-0.55
83915,0.13,0.96,-0.02,7.13,-6.89,-14.34,82.05,-7.87,-1.07
87551,0.14,0.96,-0.03,6.60,-4.99,-14.35,81.83,-8.01,-1.53
91175,0.14,0.96,-0.03,5.88,-3.05,-14.20,81.69,-8.10,-1.82
94806,0.14,0.96,-0.04,5.21,-1.54,-14.00,81.46,-8.24,-2.16
98439,0.14,0.96,-0.04,4.17,0.46,-13.60,81.34,-8.32,-2.33
102068,0.14,0.96,-0.04,3.04,2.34,-13.07,81.30,-8.34,-2.43
105669,0.14,0.96,-0.04,2.12,3.60,-12.66,81.21,-8.43,-2.45
109291,0.14,0.96,-0.04,0.98,5.07,-12.05,81.19,-8.49,-2.31
112888,0.14,0.96,-0.04,-0.12,6.18,-11.44,81.21,-8.50,-2.19
116500,0.14,0.96,-0.03,-0.93,6.78,-10.93,81.24,-8.51,-2.01
120117,0.14,0.96,-0.03,-1.94,7.36,-10.24,81.30,-8.47,-1.94
123723,0.14,0.96,-0.03,-2.90,7.73,-9.57,81.32,-8.46,-1.86
127331,0.14,0.96,-0.03,-3.57,7.89,-9.04,81.38,-8.41,-1.85
130929,0.14,0.96,-0.03,-4.43,7.98,-8.32,81.34,-8.45,-1.82
134559,0.14,0.96,-0.03,-5.22,8.06,-7.63,81.33,-8.46,-1.84
138170,0.14,0.96,-0.03,-5.77,8.12,-7.13,81.28,-8.50,-1.87
141785,0.14,0.96,-0.03,-6.44,8.31,-6.49,81.28,-8.49,-1.95
145402,0.14,0.96,-0.03,-7.08,8.53,-5.83,81.21,-8.56,-1.94
149008,0.14,0.96,-0.04,-7.54,8.78,-5.33,81.19,-8.54,-2.10
152618,0.14,0.96,-0.04,-8.11,9.24,-4.70,81.20,-8.47,-2.32
156225,0.14,0.96,-0.04,-8.63,9.85,-4.05,81.20,-8.41,-2.53
159829,0.14,0.96,-0.05,-8.99,10.43,-3.53,81.19,-8.35,-2.76
163431,0.14,0.96,-0.05,-9.45,11.40,-2.89,81.18,-8.31,-2.89
167040,0.14,0.96,-0.05,-9.74,12.31,-2.34,81.19,-8.25,-3.05
170642,0.14,0.96,-0.06,-10.09,13.63,-1.60,81.15,-8.20,-3.29
174252,0.14,0.96,-0.06,-10.40,15.05,-0.87,81.15,-8.15,-3.40
177870,0.14,0.95,-0.06,-10.63,16.20,-0.32,81.13,-8.08,-3.61
181500,0.13,0.95,-0.06,-10.90,17.85,0.41,81.17,-7.97,-3.76
185179,0.13,0.95,-0.06,-11.15,19.51,1.11,81.18,-7.92,-3.83
188810,0.13,0.94,-0.06,-11.30,20.72,1.65,81.17,-7.90,-3.90
192426,0.13,0.94,-0.07,-11.50,22.27,2.26,81.14,-7.91,-3.93
196048,0.13,0.94,-0.07,-11.66,23.71,2.82,81.10,-7.90,-4.04
199655,0.13,0.94,-0.07,-11.76,24.63,3.15,81.25,-7.80,-3.91
203278,0.13,0.95,-0.06,-11.82,25.44,3.48,81.46,-7.71,-3.64
206881,0.13,0.96,-0.06,-11.88,25.95,3.65,81.56,-7.67,-3.47
210496,0.13,0.98,-0.06,-11.98,26.29,3.69,81.55,-7.66,-3.52
214130,0.13,1.00,-0.06,-12.20,26.79,3.62,81.56,-7.60,-3.63
217747,0.13,1.02,-0.07,-12.58,27.33,3.34,81.62,-7.52,-3.65
221359,0.14,1.05,-0.07,-12.98,27.66,3.01,81.74,-7.38,-3.66
224982,0.14,1.08,-0.07,-13.56,28.02,2.38,81.96,-7.23,-3.48
228599,0.14,1.10,-0.06,-14.18,28.09,1.65,82.11,-7.18,-3.22
232223,0.14,1.11,-0.06,-14.58,27.94,1.04,82.34,-7.09,-2.86
235833,0.14,1.12,-0.05,-14.90,27.48,0.27,82.46,-7.09,-2.50
239424,0.14,1.11,-0.04,-14.92,26.85,-0.49,82.53,-7.11,-2.25
243046,0.14,1.09,-0.04,-14.66,26.34,-1.01,82.50,-7.21,-2.00
246633,0.14,1.07,-0.03,-13.91,25.76,-1.56,82.47,-7.31,-1.74
250242,0.14,1.04,-0.03,-12.73,25.30,-1.92,82.42,-7.40,-1.54
253831,0.13,1.01,-0.03,-11.62,25.10,-2.05,82.33,-7.50,-1.55
257421,0.13,0.99,-0.03,-9.85,25.08,-2.09,82.23,-7.57,-1.70
261030,0.13,0.96,-0.03,-8.47,25.31,-1.97,82.05,-7.67,-2.05
264632,0.13,0.93,-0.04,-6.64,25.95,-1.73,81.81,-7.77,-2.54
268240,0.13,0.91,-0.05,-5.01,26.89,-1.48,81.56,-7.85,-3.04
271831,0.13,0.89,-0.06,-4.05,27.73,-1.34,81.07,-8.05,-3.83
275420,0.13,0.87,-0.07,-3.13,28.98,-1.27,80.53,-8.23,-4.64
279029,0.13,0.86,-0.08,-2.70,30.43,-1.36,80.05,-8.36,-5.34
282683,0.13,0.85,-0.09,-2.78,31.66,-1.57,79.28,-8.61,-6.32
286293,0.13,0.83,-0.11,-3.39,33.56,-2.06,78.35,-8.91,-7.42
289992,0.14,0.83,-0.12,-4.55,35.83,-2.85,77.66,-9.16,-8.18
293606,0.14,0.83,-0.14,-5.82,37.74,-3.66,76.72,-9.47,-9.20
297210,0.15,0.83,-0.15,-7.98,40.52,-5.08,75.91,-9.80,-10.00
300838,0.15,0.84,-0.16,-10.63,43.45,-6.95,75.48,-10.07,-10.33
304436,0.16,0.85,-0.16,-12.89,45.73,-8.66,75.14,-10.37,-10.51
308054,0.17,0.87,-0.16,-16.14,48.70,-11.37,74.99,-10.56,-10.53
311661,0.17,0.89,-0.16,-19.53,51.57,-14.58,75.02,-10.76,-10.28
315276,0.18,0.91,-0.16,-22.02,53.60,-17.27,75.40,-10.76,-9.72
318882,0.18,0.94,-0.15,-25.22,56.12,-21.07,75.89,-10.69,-9.09
322499,0.18,0.97,-0.15,-28.12,58.46,-25.07,76.39,-10.52,-8.51
326132,0.18,1.00,-0.14,-30.03,60.11,-28.05,77.17,-10.19,-7.70
329749,0.18,1.03,-0.12,-32.15,62.11,-31.89,78.12,-9.70,-6.76
333372,0.17,1.05,-0.11,-33.66,63.80,-35.37,78.89,-9.29,-6.02
336983,0.16,1.08,-0.10,-34.34,64.82,-37.63,80.06,-8.53,-5.03
340600,0.15,1.10,-0.08,-34.53,65.85,-40.02,80.96,-7.94,-4.27
344211,0.14,1.12,-0.06,-33.92,66.38,-41.48,82.21,-7.09,-3.19
347828,0.12,1.13,-0.04,-32.92,66.41,-42.02,83.37,-6.25,-2.16
351423,0.11,1.13,-0.03,-30.90,65.86,-41.95,84.14,-5.67,-1.40
355034,0.10,1.14,-0.01,-28.89,65.16,-41.28,85.12,-4.82,-0.65
358639,0.08,1.14,-0.00,-25.76,63.86,-39.63,85.87,-4.12,-0.02
362263,0.07,1.14,0.01,-22.23,62.23,-37.30,86.25,-3.72,0.34
365867,0.07,1.14,0.01,-19.45,60.84,-35.21,86.60,-3.33,0.61
369481,0.06,1.13,0.01,-15.74,58.70,-32.17,86.77,-3.15,0.64
373115,0.06,1.13,0.01,-12.26,56.40,-29.07,86.84,-3.10,0.53
376724,0.06,1.12,0.01,-9.89,54.55,-26.84,86.75,-3.23,0.26
380336,0.07,1.10,-0.00,-7.13,51.91,-24.09,86.48,-3.50,-0.14
383996,0.07,1.10,-0.01,-4.93,49.19,-21.76,86.18,-3.77,-0.51
