1,0.21,0.97,-0.18,-0.41,147.98,-43.97,73.95,-12.01,-10.47
4208,0.19,0.96,-0.18,-0.46,145.92,-45.33,74.99,-10.82,-10.27
7843,0.17,0.95,-0.17,-0.60,144.18,-46.27,75.70,-9.94,-10.17
11442,0.16,0.96,-0.19,-0.69,142.95,-47.27,75.28,-9.55,-11.08
15062,0.16,0.96,-0.20,-0.61,143.10,-48.09,75.10,-9.09,-11.68
18673,0.14,0.96,-0.20,-0.55,143.02,-48.66,75.64,-8.09,-11.77
22295,0.12,0.95,-0.20,-0.64,142.46,-49.28,76.26,-7.06,-11.71
25904,0.11,0.95,-0.20,-0.72,142.05,-49.88,76.27,-6.50,-12.03
29527,0.10,0.94,-0.22,-0.53,142.66,-50.23,75.36,-6.08,-13.25
33175,0.09,0.94,-0.21,-0.20,143.27,-50.61,76.39,-5.09,-12.57
36799,0.07,0.94,-0.20,-0.03,142.50,-51.21,77.35,-4.30,-11.86
40447,0.06,0.95,-0.19,-0.02,141.63,-51.63,78.03,-3.55,-11.40
44107,0.05,0.96,-0.19,0.09,140.73,-52.02,78.28,-2.99,-11.31
47845,0.04,0.96,-0.19,0.37,139.88,-52.02,78.41,-2.56,-11.28
51467,0.03,0.97,-0.19,0.69,138.53,-51.68,78.88,-1.82,-10.96
55152,0.02,0.97,-0.19,1.05,137.37,-51.34,78.87,-1.07,-11.06
58771,0.01,0.97,-0.19,1.60,135.62,-50.75,78.96,-0.30,-11.03
62400,-0.00,0.98,-0.19,2.14,133.63,-50.11,79.05,0.25,-10.93
66013,-0.02,0.98,-0.19,2.47,132.09,-49.60,79.11,0.97,-10.84
69603,-0.03,0.99,-0.19,2.92,129.73,-48.84,79.24,1.50,-10.64
73212,-0.04,1.00,-0.18,3.24,126.90,-47.92,79.41,2.23,-10.34
76834,-0.05,1.02,-0.18,3.33,124.32,-47.18,79.62,2.95,-9.94
80425,-0.07,1.03,-0.18,3.19,120.23,-46.05,79.66,3.60,-9.66
84035,-0.08,1.04,-0.18,2.99,116.99,-45.21,79.29,4.55,-9.66
87639,-0.10,1.03,-0.18,2.53,112.70,-44.18,78.71,5.59,-9.76
91262,-0.11,1.03,-0.18,1.95,108.37,-43.13,78.40,6.22,-9.74
94879,-0.13,1.04,-0.18,1.44,105.01,-42.29,78.04,7.08,-9.57
98517,-0.14,1.04,-0.18,0.63,100.53,-41.08,77.72,7.74,-9.46
102152,-0.15,1.04,-0.17,-0.24,96.26,-39.65,77.71,7.95,-9.30
105762,-0.15,1.04,-0.17,-0.82,93.50,-38.47,77.53,8.05,-9.44
109376,-0.15,1.03,-0.18,-1.36,90.84,-36.78,77.33,8.09,-9.67
112997,-0.15,1.03,-0.18,-1.57,88.87,-34.81,77.32,8.11,-9.66
116611,-0.15,1.03,-0.17,-1.56,87.50,-33.07,77.30,8.40,-9.44
120222,-0.16,1.03,-0.17,-1.36,85.56,-30.41,77.39,8.69,-9.05
123831,-0.16,1.03,-0.16,-0.93,83.94,-27.57,77.30,8.95,-8.92
127422,-0.17,1.03,-0.16,-0.49,82.87,-25.34,77.34,9.12,-8.69
131033,-0.17,1.03,-0.16,0.27,81.60,-22.15,77.55,9.05,-8.47
134636,-0.17,1.03,-0.15,1.18,80.50,-18.87,77.63,9.06,-8.34
138245,-0.17,1.03,-0.15,1.82,79.42,-16.40,77.84,9.05,-8.04
141852,-0.17,1.03,-0.15,2.58,77.94,-13.18,77.94,9.02,-7.92
145511,-0.17,1.03,-0.15,3.28,76.52,-10.17,77.88,9.08,-7.94
149182,-0.17,1.02,-0.14,3.76,75.44,-7.98,77.86,9.13,-7.92
152842,-0.16,1.02,-0.14,4.31,74.17,-5.13,77.95,8.98,-7.96
156429,-0.16,1.02,-0.15,4.81,73.10,-2.34,78.08,8.76,-7.99
160048,-0.15,1.02,-0.14,5.22,72.37,-0.29,78.37,8.40,-7.97
163635,-0.15,1.02,-0.14,5.76,71.53,2.35,78.58,8.08,-8.01
167243,-0.14,1.01,-0.15,6.29,70.93,4.85,78.87,7.56,-8.10
170829,-0.12,1.01,-0.15,6.73,70.61,6.60,79.23,6.97,-8.15
174429,-0.12,1.01,-0.14,7.34,70.24,8.85,79.53,6.59,-8.08
