1,0.04,0.97,0.02,-1.22,-2.55,-0.46,87.36,-2.45,0.95
4213,0.04,0.97,0.01,-0.99,-2.44,-0.37,87.40,-2.47,0.76
7910,0.04,0.97,0.01,-0.78,-2.32,-0.26,87.41,-2.48,0.71
11527,0.04,0.97,0.01,-0.61,-2.24,-0.17,87.42,-2.50,0.59
15152,0.04,0.97,0.01,-0.38,-2.11,-0.05,87.45,-2.49,0.49
18763,0.04,0.97,0.01,-0.23,-1.95,0.09,87.44,-2.51,0.45
22382,0.04,0.97,0.01,-0.14,-1.82,0.18,87.46,-2.51,0.33
25993,0.04,0.97,0.00,-0.03,-1.68,0.31,87.47,-2.50,0.26
29608,0.04,0.97,0.00,0.09,-1.51,0.40,87.48,-2.50,0.17
33215,0.04,0.97,0.00,0.14,-1.42,0.44,87.43,-2.56,0.13
36831,0.04,0.97,0.00,0.17,-1.31,0.46,87.39,-2.60,0.01
40441,0.04,0.97,-0.00,0.17,-1.22,0.49,87.35,-2.64,-0.04
44056,0.05,0.97,-0.00,0.14,-1.15,0.50,87.32,-2.67,-0.09
47646,0.05,0.97,-0.00,0.02,-1.08,0.49,87.30,-2.68,-0.23
51257,0.05,0.97,-0.00,-0.14,-0.99,0.47,87.28,-2.70,-0.24
54871,0.05,0.98,-0.01,-0.31,-0.96,0.40,87.24,-2.74,-0.30
58489,0.05,0.98,-0.01,-0.50,-0.92,0.32,87.19,-2.78,-0.33
62123,0.05,0.98,-0.01,-0.82,-0.92,0.20,87.23,-2.74,-0.36
65734,0.05,0.98,-0.01,-1.08,-0.92,0.08,87.19,-2.78,-0.36
69346,0.05,0.98,-0.00,-1.47,-0.96,-0.09,87.14,-2.84,-0.24
72969,0.05,0.97,-0.00,-1.71,-1.01,-0.24,87.09,-2.90,-0.14
76571,0.05,0.97,-0.00,-2.02,-1.08,-0.53,87.02,-2.97,-0.16
80170,0.05,0.97,-0.00,-2.35,-1.18,-0.78,86.97,-3.01,-0.14
83790,0.05,0.98,-0.00,-2.56,-1.25,-0.98,86.92,-3.07,-0.16
87423,0.05,0.97,-0.00,-2.81,-1.36,-1.25,86.92,-3.07,-0.13
91034,0.05,0.97,-0.00,-3.07,-1.44,-1.50,86.90,-3.08,-0.16
94649,0.05,0.97,-0.00,-3.27,-1.47,-1.68,86.93,-3.06,-0.13
98274,0.05,0.97,-0.00,-3.48,-1.51,-1.89,86.90,-3.09,-0.06
101974,0.05,0.97,0.00,-3.65,-1.51,-2.03,86.90,-3.09,0.01
105586,0.05,0.97,0.00,-3.79,-1.45,-2.17,86.82,-3.17,0.03
109276,0.05,0.97,-0.00,-3.88,-1.39,-2.26,86.85,-3.14,-0.01
112889,0.05,0.97,0.00,-3.95,-1.30,-2.37,86.87,-3.11,0.09
116512,0.05,0.97,0.00,-4.02,-1.21,-2.46,86.84,-3.14,0.16
120130,0.05,0.97,0.00,-4.05,-1.10,-2.53,86.88,-3.10,0.25
123739,0.05,0.97,0.01,-4.08,-1.01,-2.64,86.91,-3.06,0.32
127356,0.05,0.97,0.01,-4.08,-0.93,-2.69,86.93,-3.03,0.46
130961,0.05,0.97,0.01,-4.06,-0.85,-2.75,86.92,-3.03,0.53
134571,0.05,0.97,0.01,-4.05,-0.75,-2.79,86.92,-3.02,0.53
138165,0.05,0.97,0.01,-4.03,-0.67,-2.81,86.94,-2.98,0.65
141776,0.05,0.97,0.01,-3.98,-0.53,-2.78,86.92,-2.99,0.65
145390,0.05,0.97,0.01,-3.92,-0.38,-2.76,86.96,-2.95,0.66
149007,0.05,0.97,0.01,-3.86,-0.29,-2.73,87.00,-2.90,0.69
152616,0.05,0.97,0.01,-3.80,-0.15,-2.69,86.99,-2.90,0.76
156223,0.05,0.97,0.01,-3.74,-0.09,-2.63,87.02,-2.85,0.82
159831,0.05,0.97,0.01,-3.73,-0.06,-2.60,87.05,-2.81,0.85
163447,0.05,0.97,0.02,-3.66,0.00,-2.56,87.03,-2.81,0.92
167051,0.05,0.97,0.02,-3.60,0.05,-2.55,87.03,-2.80,0.98
170634,0.05,0.97,0.02,-3.59,0.05,-2.55,87.08,-2.73,1.00
174239,0.05,0.97,0.02,-3.57,0.08,-2.58,87.15,-2.67,0.98
177854,0.05,0.97,0.02,-3.56,0.02,-2.63,87.16,-2.66,0.98
181461,0.04,0.97,0.02,-3.54,-0.03,-2.69,87.17,-2.63,1.01
185068,0.04,0.97,0.02,-3.57,-0.14,-2.82,87.18,-2.61,1.03
188666,0.04,0.97,0.02,-3.56,-0.26,-2.93,87.24,-2.51,1.12
192272,0.04,0.97,0.02,-3.56,-0.46,-3.10,87.26,-2.44,1.23
195887,0.04,0.97,0.02,-3.59,-0.72,-3.30,87.33,-2.34,1.26
199507,0.04,0.98,0.02,-3.59,-0.89,-3.40,87.46,-2.22,1.22
203137,0.03,0.98,0.02,-3.63,-1.10,-3.54,87.61,-2.05,1.20
206794,0.03,0.98,0.02,-3.65,-1.33,-3.60,87.68,-1.95,1.25
210474,0.03,0.98,0.02,-3.68,-1.54,-3.60,87.84,-1.77,1.20
214116,0.03,0.98,0.02,-3.73,-1.71,-3.59,87.93,-1.70,1.16
217720,0.03,0.98,0.02,-3.74,-1.88,-3.50,88.00,-1.63,1.13
221322,0.03,0.98,0.02,-3.77,-2.00,-3.39,88.07,-1.59,1.07
224923,0.03,0.98,0.02,-3.74,-2.09,-3.22,88.08,-1.56,1.10
228552,0.03,0.98,0.02,-3.76,-2.15,-3.02,88.08,-1.59,1.06
232167,0.03,0.98,0.02,-3.74,-2.14,-2.90,88.07,-1.59,1.08
235779,0.03,0.97,0.02,-3.68,-2.09,-2.69,88.06,-1.59,1.08
239401,0.03,0.97,0.02,-3.59,-2.02,-2.44,88.02,-1.67,1.05
243019,0.03,0.97,0.02,-3.48,-1.92,-2.24,87.89,-1.77,1.12
246613,0.03,0.97,0.02,-3.31,-1.82,-2.00,87.79,-1.86,1.17
250201,0.03,0.97,0.02,-3.15,-1.66,-1.80,87.70,-1.92,1.24
253800,0.03,0.97,0.02,-2.96,-1.57,-1.66,87.61,-1.98,1.32
257415,0.03,0.96,0.02,-2.69,-1.39,-1.50,87.54,-2.06,1.32
261007,0.04,0.96,0.02,-2.40,-1.22,-1.37,87.48,-2.10,1.36
264604,0.04,0.96,0.02,-2.15,-1.13,-1.30,87.42,-2.14,1.41
